PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,California,2019,20,X,1.63414,X,X,X,X,X,X,674,88,41245
States,New York,2019,20,X,0.834468,X,X,X,X,X,X,374,130,44819
States,Texas,2019,20,X,2.50115,X,X,X,X,X,X,597,105,23869
States,Washington,2019,20,X,0.383632,X,X,X,X,X,X,18,27,4692
States,California,2019,21,X,1.54355,X,X,X,X,X,X,616,79,39908
States,New York,2019,21,X,0.898427,X,X,X,X,X,X,517,129,57545
States,Texas,2019,21,X,2.894,X,X,X,X,X,X,507,66,17519
States,Washington,2019,21,X,0.507731,X,X,X,X,X,X,22,12,4333
States,California,2019,22,X,1.68956,X,X,X,X,X,X,620,80,36696
States,New York,2019,22,X,0.918154,X,X,X,X,X,X,513,129,55873
States,Texas,2019,22,X,2.2191,X,X,X,X,X,X,442,99,19918
States,Washington,2019,22,X,0.597558,X,X,X,X,X,X,23,9,3849
States,California,2019,23,X,1.53268,X,X,X,X,X,X,579,76,37777
States,New York,2019,23,X,0.799564,X,X,X,X,X,X,455,126,56906
States,Texas,2019,23,X,2.20845,X,X,X,X,X,X,474,95,21463
States,Washington,2019,23,X,0.543607,X,X,X,X,X,X,23,20,4231
States,California,2019,24,X,1.44924,X,X,X,X,X,X,570,73,39331
States,New York,2019,24,X,0.668978,X,X,X,X,X,X,384,124,57401
States,Texas,2019,24,X,2.25626,X,X,X,X,X,X,461,90,20432
States,Washington,2019,24,X,0.342827,X,X,X,X,X,X,13,9,3792
States,California,2019,25,X,1.24964,X,X,X,X,X,X,474,76,37931
States,New York,2019,25,X,0.729279,X,X,X,X,X,X,411,123,56357
States,Texas,2019,25,X,1.99168,X,X,X,X,X,X,407,96,20435
States,Washington,2019,25,X,0.260213,X,X,X,X,X,X,10,9,3843
States,California,2019,26,X,1.22439,X,X,X,X,X,X,465,74,37978
States,New York,2019,26,X,0.692452,X,X,X,X,X,X,420,124,60654
States,Texas,2019,26,X,1.93911,X,X,X,X,X,X,300,56,15471
States,Washington,2019,26,X,0.182959,X,X,X,X,X,X,7,20,3826
States,California,2019,27,X,1.00449,X,X,X,X,X,X,329,76,32753
States,New York,2019,27,X,0.677309,X,X,X,X,X,X,395,124,58319
States,Texas,2019,27,X,1.80349,X,X,X,X,X,X,328,94,18187
States,Washington,2019,27,X,0.539926,X,X,X,X,X,X,19,16,3519
States,California,2019,28,X,0.899837,X,X,X,X,X,X,343,76,38118
States,New York,2019,28,X,0.606159,X,X,X,X,X,X,374,124,61700
States,Texas,2019,28,X,1.63544,X,X,X,X,X,X,254,58,15531
States,Washington,2019,28,X,0.353838,X,X,X,X,X,X,13,20,3674
States,California,2019,29,X,0.911741,X,X,X,X,X,X,344,76,37730
States,New York,2019,29,X,0.49329,X,X,X,X,X,X,297,124,60208
States,Texas,2019,29,X,1.35155,X,X,X,X,X,X,281,96,20791
States,Washington,2019,29,X,0.265041,X,X,X,X,X,X,10,20,3773
States,California,2019,30,X,0.898999,X,X,X,X,X,X,345,74,38376
States,New York,2019,30,X,0.510265,X,X,X,X,X,X,298,124,58401
States,Texas,2019,30,X,1.58026,X,X,X,X,X,X,317,94,20060
States,Washington,2019,30,X,0.344645,X,X,X,X,X,X,13,20,3772
States,California,2019,31,X,0.834614,X,X,X,X,X,X,315,75,37742
States,New York,2019,31,X,0.496411,X,X,X,X,X,X,296,124,59628
States,Texas,2019,31,X,1.3381,X,X,X,X,X,X,281,94,21000
States,Washington,2019,31,X,0.184648,X,X,X,X,X,X,7,20,3791
States,California,2019,32,X,0.99623,X,X,X,X,X,X,370,71,37140
States,New York,2019,32,X,0.582389,X,X,X,X,X,X,317,124,54431
States,Texas,2019,32,X,1.18368,X,X,X,X,X,X,253,93,21374
States,Washington,2019,32,X,0.238347,X,X,X,X,X,X,9,20,3776
States,California,2019,33,X,0.816787,X,X,X,X,X,X,311,70,38076
States,New York,2019,33,X,0.487924,X,X,X,X,X,X,279,124,57181
States,Texas,2019,33,X,0.879297,X,X,X,X,X,X,198,89,22518
States,Washington,2019,33,X,0.075358,X,X,X,X,X,X,3,20,3981
States,California,2019,34,X,0.782927,X,X,X,X,X,X,310,73,39595
States,New York,2019,34,X,0.492445,X,X,X,X,X,X,278,124,56453
States,Texas,2019,34,X,1.26906,X,X,X,X,X,X,298,92,23482
States,Washington,2019,34,X,0.374614,X,X,X,X,X,X,17,20,4538
States,California,2019,35,X,1.00916,X,X,X,X,X,X,413,70,40925
States,New York,2019,35,X,0.51099,X,X,X,X,X,X,282,124,55187
States,Texas,2019,35,X,1.84147,X,X,X,X,X,X,450,94,24437
States,Washington,2019,35,X,0.0886328,X,X,X,X,X,X,4,20,4513
States,California,2019,36,X,1.01946,X,X,X,X,X,X,385,73,37765
States,New York,2019,36,X,0.53943,X,X,X,X,X,X,302,125,55985
States,Texas,2019,36,X,1.90786,X,X,X,X,X,X,451,95,23639
States,Washington,2019,36,X,0.173498,X,X,X,X,X,X,8,20,4611
States,California,2019,37,X,1.11862,X,X,X,X,X,X,480,78,42910
States,New York,2019,37,X,0.71377,X,X,X,X,X,X,415,125,58142
States,Texas,2019,37,X,2.14503,X,X,X,X,X,X,549,96,25594
States,Washington,2019,37,X,0.274958,X,X,X,X,X,X,13,16,4728
States,California,2019,38,X,1.14106,X,X,X,X,X,X,480,78,42066
States,New York,2019,38,X,0.853393,X,X,X,X,X,X,502,125,58824
States,Texas,2019,38,X,1.83876,X,X,X,X,X,X,390,81,21210
States,Washington,2019,38,X,0,X,X,X,X,X,X,0,16,1399
States,California,2019,39,X,1.13509,X,X,X,X,X,X,485,78,42728
States,New York,2019,39,X,0.952203,X,X,X,X,X,X,561,124,58916
States,Texas,2019,39,X,2.08464,X,X,X,X,X,X,530,94,25424
States,Washington,2019,39,X,0.489967,X,X,X,X,X,X,21,8,4286
States,California,2019,40,X,1.36469,X,X,X,X,X,X,769,118,56350
States,New York,2019,40,X,0.865685,X,X,X,X,X,X,518,131,59837
States,Texas,2019,40,X,2.15822,X,X,X,X,X,X,637,114,29515
States,Washington,2019,40,X,0.968318,X,X,X,X,X,X,206,46,21274
States,California,2019,41,X,1.51748,X,X,X,X,X,X,828,114,54564
States,New York,2019,41,X,1.00583,X,X,X,X,X,X,587,135,58360
States,Texas,2019,41,X,2.54297,X,X,X,X,X,X,759,116,29847
States,Washington,2019,41,X,1.20809,X,X,X,X,X,X,258,57,21356
States,California,2019,42,X,1.64009,X,X,X,X,X,X,898,118,54753
States,New York,2019,42,X,1.09797,X,X,X,X,X,X,622,136,56650
States,Texas,2019,42,X,2.55285,X,X,X,X,X,X,768,119,30084
States,Washington,2019,42,X,1.32254,X,X,X,X,X,X,286,56,21625
States,California,2019,43,X,1.74534,X,X,X,X,X,X,988,116,56608
States,New York,2019,43,X,1.03963,X,X,X,X,X,X,626,138,60214
States,Texas,2019,43,X,3.23872,X,X,X,X,X,X,987,117,30475
States,Washington,2019,43,X,1.03806,X,X,X,X,X,X,222,58,21386
States,California,2019,44,X,1.87471,X,X,X,X,X,X,1016,119,54195
States,New York,2019,44,X,1.23284,X,X,X,X,X,X,712,138,57753
States,Texas,2019,44,X,3.70212,X,X,X,X,X,X,1124,121,30361
States,Washington,2019,44,X,1.27472,X,X,X,X,X,X,263,58,20632
States,California,2019,45,X,2.19898,X,X,X,X,X,X,1253,122,56981
States,New York,2019,45,X,1.29974,X,X,X,X,X,X,734,137,56473
States,Texas,2019,45,X,4.73487,X,X,X,X,X,X,1501,116,31701
States,Washington,2019,45,X,1.38184,X,X,X,X,X,X,245,58,17730
States,California,2019,46,X,2.44972,X,X,X,X,X,X,1480,123,60415
States,New York,2019,46,X,1.37191,X,X,X,X,X,X,763,136,55616
States,Texas,2019,46,X,4.78979,X,X,X,X,X,X,1456,111,30398
States,Washington,2019,46,X,1.78561,X,X,X,X,X,X,310,58,17361
States,California,2019,47,X,2.39462,X,X,X,X,X,X,1531,120,63935
States,New York,2019,47,X,1.44615,X,X,X,X,X,X,826,135,57117
States,Texas,2019,47,X,6.49962,X,X,X,X,X,X,2114,114,32525
States,Washington,2019,47,X,2.69907,X,X,X,X,X,X,602,58,22304
States,California,2019,48,X,2.75574,X,X,X,X,X,X,1202,120,43618
States,New York,2019,48,X,1.97264,X,X,X,X,X,X,998,135,50592
States,Texas,2019,48,X,7.33775,X,X,X,X,X,X,1783,117,24299
States,Washington,2019,48,X,3.56457,X,X,X,X,X,X,427,58,11979
States,California,2019,49,X,2.72841,X,X,X,X,X,X,1695,124,62124
States,New York,2019,49,X,1.94173,X,X,X,X,X,X,1025,136,52788
States,Texas,2019,49,X,6.09199,X,X,X,X,X,X,1894,110,31090
States,Washington,2019,49,X,4.35343,X,X,X,X,X,X,980,58,22511
States,California,2019,50,X,2.79067,X,X,X,X,X,X,1671,120,59878
States,New York,2019,50,X,2.27668,X,X,X,X,X,X,1323,135,58111
States,Texas,2019,50,X,8.66833,X,X,X,X,X,X,2124,98,24503
States,Washington,2019,50,X,5.7875,X,X,X,X,X,X,1328,55,22946
States,California,2019,51,X,3.24563,X,X,X,X,X,X,1838,122,56630
States,New York,2019,51,X,3.35442,X,X,X,X,X,X,1898,135,56582
States,Texas,2019,51,X,11.7639,X,X,X,X,X,X,2605,93,22144
States,Washington,2019,51,X,7.00911,X,X,X,X,X,X,1516,55,21629
States,California,2019,52,X,4.71066,X,X,X,X,X,X,2031,122,43115
States,New York,2019,52,X,5.17193,X,X,X,X,X,X,2939,135,56826
States,Texas,2019,52,X,15.3841,X,X,X,X,X,X,2343,90,15230
States,Washington,2019,52,X,8.62506,X,X,X,X,X,X,1907,47,22110
States,California,2020,1,X,4.90183,X,X,X,X,X,X,2212,124,45126
States,New York,2020,1,X,5.16462,X,X,X,X,X,X,2982,130,57739
States,Texas,2020,1,X,11.1836,X,X,X,X,X,X,2933,114,26226
States,Washington,2020,1,X,7.13863,X,X,X,X,X,X,1449,55,20298
States,California,2020,2,X,4.19165,X,X,X,X,X,X,2594,124,61885
States,New York,2020,2,X,3.84623,X,X,X,X,X,X,1916,132,49815
States,Texas,2020,2,X,10.007,X,X,X,X,X,X,3008,116,30059
States,Washington,2020,2,X,4.88015,X,X,X,X,X,X,1075,55,22028
States,California,2020,3,X,4.41205,X,X,X,X,X,X,2718,120,61604
States,New York,2020,3,X,4.9893,X,X,X,X,X,X,2821,134,56541
States,Texas,2020,3,X,10.6001,X,X,X,X,X,X,3100,114,29245
States,Washington,2020,3,X,4.21964,X,X,X,X,X,X,853,54,20215
States,California,2020,4,X,4.93055,X,X,X,X,X,X,3074,123,62346
States,New York,2020,4,X,6.27057,X,X,X,X,X,X,3753,134,59851
States,Texas,2020,4,X,10.7496,X,X,X,X,X,X,3429,113,31899
States,Washington,2020,4,X,4.41681,X,X,X,X,X,X,966,54,21871
States,California,2020,5,X,5.1109,X,X,X,X,X,X,3348,124,65507
States,New York,2020,5,X,6.98259,X,X,X,X,X,X,4360,132,62441
States,Texas,2020,5,X,11.19,X,X,X,X,X,X,3798,115,33941
States,Washington,2020,5,X,4.69003,X,X,X,X,X,X,1044,55,22260
States,California,2020,6,X,5.1794,X,X,X,X,X,X,3385,120,65355
States,New York,2020,6,X,7.43408,X,X,X,X,X,X,4449,132,59846
States,Texas,2020,6,X,10.8527,X,X,X,X,X,X,3084,114,28417
States,Washington,2020,6,X,4.19065,X,X,X,X,X,X,910,55,21715
States,California,2020,7,X,4.91913,X,X,X,X,X,X,2859,121,58120
States,New York,2020,7,X,6.19992,X,X,X,X,X,X,3575,131,57662
States,Texas,2020,7,X,9.68922,X,X,X,X,X,X,3046,110,31437
States,Washington,2020,7,X,4.01935,X,X,X,X,X,X,889,54,22118
States,California,2020,8,X,4.67512,X,X,X,X,X,X,2732,121,58437
States,New York,2020,8,X,4.85969,X,X,X,X,X,X,2563,130,52740
States,Texas,2020,8,X,9.1344,X,X,X,X,X,X,2864,108,31354
States,Washington,2020,8,X,4.01273,X,X,X,X,X,X,807,52,20111
States,California,2020,9,X,4.37283,X,X,X,X,X,X,2714,113,62065
States,New York,2020,9,X,3.7531,X,X,X,X,X,X,1894,127,50465
States,Texas,2020,9,X,8.58083,X,X,X,X,X,X,2372,103,27643
States,Washington,2020,9,X,4.4583,X,X,X,X,X,X,937,51,21017
States,California,2020,10,X,4.26868,X,X,X,X,X,X,2284,83,53506
States,New York,2020,10,X,3.70708,X,X,X,X,X,X,1791,126,48313
States,Texas,2020,10,X,8.91089,X,X,X,X,X,X,2196,92,24644
States,Washington,2020,10,X,6.66633,X,X,X,X,X,X,1336,52,20041
